flight_date,departure.iata,departure.terminal,departure.gate,departure.scheduled,arrival.iata,arrival.terminal,arrival.scheduled,airline.iata,terminal_walk_time_min,terminal_transport_method,connection_time_min,dep_sched,arr_sched,scheduled_flight_min,departure_hour,day_of_week,risk_label,transport_friction,is_cross_airport,is_intl_hub,is_major_airport,is_peak_hour,terminal_change,has_delay_info,security_crowd,immigration_crowd,walking_time_min,security_time_min,immigration_time_min,congestion_time_min,baggage_time_min,required_time_min,time_margin_min
0,12,12,213,201,4,27,178,77,20,28,107.0,201,178,49.0,22,6,1,3,1,0,0,0,1,1,1,1,20,16.0,0.0,3,10,49.0,32.0
1,5,0,28,286,105,0,380,194,15,19,72.0,286,377,180.0,9,0,0,3,1,0,0,1,0,1,0,0,15,30.0,0.0,15,10,70.0,-16.0
0,28,1,43,142,57,12,278,194,5,33,77.0,142,278,510.0,21,6,1,1,1,1,1,1,1,1,0,0,5,30.0,45.0,15,10,105.0,-33.0
0,6,0,436,186,49,0,201,159,16,19,78.0,186,201,120.0,22,6,0,3,1,0,0,0,0,1,1,1,16,16.0,0.0,3,10,45.0,9.0
1,32,5,356,299,9,19,368,23,7,33,72.0,299,367,75.0,10,0,0,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10,62.0,-10.0
1,19,0,111,373,293,0,464,30,10,17,100.0,373,457,90.0,16,0,2,2,1,0,0,0,0,1,2,2,10,20.0,0.0,8,10,48.0,52.0
1,19,1,102,377,311,27,470,129,10,17,98.0,377,463,100.0,17,0,2,2,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10,65.0,21.0
0,11,24,257,95,107,12,125,77,5,31,82.0,95,125,187.0,18,6,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,13.0
0,47,17,84,137,472,19,187,180,7,33,90.0,137,187,181.0,20,6,1,1,1,0,0,1,0,1,0,0,7,30.0,0.0,15,10,62.0,-2.0
0,48,0,380,26,50,16,24,22,5,7,74.0,26,24,68.0,12,6,1,2,1,0,0,0,1,1,2,0,5,20.0,0.0,8,10,43.0,17.0
0,48,0,376,31,243,14,42,22,5,7,67.0,31,42,96.0,13,6,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,14.0
1,46,1,77,352,83,2,464,147,12,24,97.0,352,457,195.0,15,0,0,2,1,0,0,0,0,1,2,2,12,20.0,0.0,8,10,50.0,4.0
1,39,5,401,328,433,7,420,158,5,19,70.0,328,415,130.0,13,0,0,3,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,8.0
1,3,0,208,290,182,27,355,147,12,19,102.0,290,354,65.0,9,0,1,3,1,0,0,1,1,1,2,0,12,20.0,0.0,15,10,57.0,18.0
1,30,1,436,277,163,0,362,180,15,21,121.0,277,361,155.0,8,0,1,3,1,1,1,1,1,1,0,0,15,30.0,45.0,15,10,115.0,-11.0
0,15,11,150,9,235,10,18,189,8,2,82.0,9,18,175.0,9,6,0,2,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10,63.0,-8.0
0,35,24,315,164,356,2,190,31,10,15,100.0,164,190,134.0,21,6,2,3,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10,65.0,27.0
1,32,5,359,303,43,27,369,23,6,33,77.0,303,368,60.0,10,0,1,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10,61.0,4.0
1,20,24,64,315,81,27,403,13,6,33,98.0,315,397,120.0,12,0,1,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10,44.0,24.0
1,8,3,365,284,452,27,365,28,4,33,125.0,284,364,135.0,9,0,2,1,1,1,1,1,1,1,0,0,4,30.0,45.0,15,10,104.0,9.0
1,3,0,173,280,43,27,347,88,4,33,89.0,280,346,75.0,9,0,0,1,1,0,0,1,1,1,0,0,4,30.0,0.0,15,10,59.0,-12.0
1,25,12,361,283,36,14,348,8,7,13,73.0,283,347,65.0,9,0,0,1,1,0,0,1,0,1,0,0,7,30.0,0.0,15,10,62.0,-14.0
1,4,24,436,322,173,16,404,172,5,6,71.0,322,398,90.0,12,0,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,22.0
1,26,0,387,364,379,2,451,122,5,1,67.0,364,445,80.0,16,0,0,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,1.0
0,7,11,145,123,107,17,177,162,8,33,102.0,123,177,204.0,20,6,2,1,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10,63.0,29.0
1,37,0,400,343,425,2,446,172,8,33,116.0,343,438,160.0,14,0,1,1,1,1,0,0,1,1,2,2,8,20.0,30.0,8,10,76.0,24.0
1,31,21,436,374,259,24,458,147,8,36,92.0,374,440,8.0,17,0,0,1,0,0,0,1,1,1,0,0,8,30.0,0.0,15,10,63.0,-15.0
0,12,14,302,198,313,27,186,30,5,28,79.0,198,186,62.0,22,6,1,3,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10,34.0,32.0
1,18,0,34,344,99,2,421,59,5,33,102.0,344,416,50.0,14,0,1,1,1,1,0,0,1,1,2,2,5,20.0,30.0,8,10,73.0,15.0
1,46,1,104,369,318,0,456,144,12,24,79.0,369,450,80.0,16,0,0,2,1,0,0,0,1,1,2,2,12,20.0,0.0,8,10,50.0,0.0
0,43,24,247,180,116,17,288,21,5,6,110.0,180,288,447.0,22,6,2,2,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10,34.0,70.0
1,22,0,339,380,109,2,455,48,18,0,100.0,380,449,20.0,17,0,2,3,1,0,0,1,1,1,0,0,18,30.0,0.0,15,10,73.0,24.0
0,35,24,407,145,478,0,196,22,8,33,78.0,145,196,194.0,21,6,0,1,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10,63.0,-10.0
1,5,0,68,329,77,27,405,144,15,19,96.0,329,400,60.0,13,0,1,3,1,0,0,0,1,1,2,2,15,20.0,0.0,8,10,53.0,20.0
1,30,8,436,279,123,27,348,47,10,36,129.0,279,347,85.0,8,0,0,1,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10,110.0,-25.0
0,28,1,51,200,23,21,302,110,5,33,91.0,200,302,433.0,22,6,2,1,1,1,1,0,1,1,2,2,5,20.0,30.0,3,10,68.0,10.0
0,2,11,436,136,35,1,191,120,7,11,88.0,136,191,195.0,20,6,0,3,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10,62.0,-16.0
1,14,0,436,320,404,27,392,92,15,19,129.0,320,389,55.0,12,0,2,3,1,1,1,0,1,1,0,0,15,30.0,45.0,8,10,108.0,10.0
0,43,24,138,162,18,21,198,107,6,6,90.0,162,198,164.0,21,6,1,2,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10,61.0,3.0
0,48,0,358,45,31,6,74,156,5,7,117.0,45,74,230.0,14,6,2,2,1,0,0,0,1,1,2,0,5,20.0,0.0,8,10,43.0,64.0
1,14,5,274,277,35,1,369,144,7,4,128.0,277,368,190.0,8,0,1,1,1,1,1,1,1,1,0,0,7,30.0,45.0,15,10,107.0,-6.0
1,39,1,436,339,376,2,434,126,5,19,75.0,339,428,135.0,14,0,0,3,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10,43.0,0.0
1,14,0,436,316,233,7,389,109,7,4,133.0,316,384,60.0,12,0,2,1,1,1,1,0,1,1,2,0,7,20.0,45.0,8,10,90.0,29.0
1,8,4,385,293,441,27,368,126,7,34,119.0,293,367,105.0,10,0,1,1,1,1,1,1,1,1,0,0,7,30.0,45.0,15,10,107.0,-3.0
0,28,1,43,188,424,2,296,110,5,33,71.0,188,296,445.0,22,6,0,1,1,1,1,0,0,1,2,2,5,20.0,30.0,3,10,68.0,-17.0
1,23,24,436,298,189,27,359,187,8,12,108.0,298,356,35.0,10,0,0,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10,108.0,-23.0
0,28,6,92,161,333,14,292,37,7,33,81.0,161,292,492.0,21,6,0,1,1,1,1,1,1,1,0,0,7,30.0,45.0,15,10,107.0,-62.0
1,31,21,436,374,259,24,458,147,8,36,86.0,374,440,8.0,17,0,1,1,0,0,0,1,1,1,0,0,8,30.0,0.0,15,10,63.0,-7.0
1,4,24,436,311,438,2,383,59,5,6,72.0,311,380,65.0,11,0,0,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,6.0
0,47,17,192,195,476,19,169,104,7,33,65.0,195,169,35.0,22,6,1,1,1,0,0,0,0,1,1,1,7,16.0,0.0,3,10,36.0,23.0
1,41,0,391,342,114,27,452,59,10,20,91.0,342,446,195.0,14,0,1,3,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10,48.0,24.0
1,5,1,323,334,428,2,412,26,15,19,101.0,334,407,70.0,13,0,2,3,1,0,0,0,0,1,2,2,15,20.0,0.0,8,10,53.0,35.0
1,5,0,28,301,105,0,395,144,15,19,89.0,301,392,170.0,10,0,1,3,1,0,0,1,0,1,0,0,15,30.0,0.0,15,10,70.0,-3.0
1,49,24,436,300,444,6,373,116,6,33,94.0,300,369,80.0,10,0,2,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10,61.0,24.0
1,3,0,173,279,323,0,353,114,12,19,101.0,279,352,110.0,8,0,0,3,1,0,0,1,0,1,0,0,12,30.0,0.0,15,10,67.0,-10.0
0,43,24,136,164,129,27,205,194,5,6,65.0,164,205,175.0,21,6,0,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-11.0
0,47,17,189,173,478,6,281,140,12,19,94.0,173,281,452.0,22,6,0,3,1,0,0,0,1,1,1,1,12,16.0,0.0,3,10,41.0,10.0
1,31,21,436,269,259,24,325,21,8,36,71.0,269,316,8.0,8,0,0,1,0,0,0,1,1,1,0,0,8,30.0,0.0,15,10,63.0,-15.0
1,45,1,357,352,72,6,432,189,8,37,98.0,352,425,55.0,15,0,0,1,1,1,1,0,1,1,2,0,8,20.0,45.0,8,10,91.0,-15.0
0,47,17,180,176,461,27,207,51,7,33,96.0,176,207,154.0,22,6,1,1,1,0,0,0,1,1,1,1,7,16.0,0.0,3,10,36.0,32.0
0,12,12,214,202,146,27,184,147,5,28,105.0,202,184,56.0,22,6,2,3,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10,34.0,64.0
0,28,9,119,142,128,15,270,129,5,33,65.0,142,270,493.0,21,6,1,1,1,1,1,1,1,1,0,0,5,30.0,45.0,15,10,105.0,-48.0
0,24,10,0,19,107,15,35,77,4,2,104.0,19,35,186.0,11,6,0,2,1,1,1,0,1,1,0,0,4,30.0,45.0,8,10,97.0,-23.0
1,10,0,26,304,259,0,398,37,18,19,101.0,304,395,170.0,11,0,0,3,1,0,0,0,0,1,2,2,18,20.0,0.0,8,10,56.0,1.0
1,4,24,436,311,438,2,383,103,5,6,68.0,311,380,65.0,11,0,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,11.0
1,46,5,8,347,7,0,436,13,5,33,84.0,347,430,100.0,14,0,1,1,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,18.0
0,27,5,297,155,333,17,270,210,10,19,107.0,155,270,466.0,21,6,2,3,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10,65.0,35.0
0,15,24,436,44,200,27,55,21,4,2,117.0,44,55,124.0,14,6,2,2,1,0,0,0,1,1,2,2,4,20.0,0.0,8,10,42.0,65.0
1,45,6,0,365,72,2,446,90,5,29,107.0,365,438,50.0,16,0,1,2,1,1,1,0,1,1,0,0,5,30.0,45.0,8,10,98.0,-12.0
0,6,0,436,137,15,0,143,146,16,19,69.0,137,143,95.0,20,6,0,3,1,0,0,1,0,1,0,0,16,30.0,0.0,15,10,71.0,-17.0
1,20,24,126,310,105,0,399,194,6,33,78.0,310,396,140.0,11,0,1,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10,44.0,18.0
1,14,5,135,239,350,2,423,55,15,19,127.0,239,418,735.0,3,0,0,3,1,1,1,0,1,1,1,1,15,16.0,24.0,3,10,68.0,15.0
1,36,1,408,295,390,20,364,115,5,35,96.0,295,363,75.0,10,0,2,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,25.0
0,17,1,40,218,338,2,236,147,5,33,65.0,218,236,145.0,23,6,0,1,1,0,0,0,0,1,1,1,5,16.0,0.0,3,10,34.0,10.0
1,34,5,1,377,7,0,461,189,5,26,91.0,377,454,55.0,17,0,0,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-14.0
1,13,24,176,272,16,9,374,21,5,6,93.0,272,370,225.0,8,0,2,2,1,0,0,1,1,1,2,0,5,20.0,0.0,15,10,50.0,30.0
1,9,0,436,338,417,2,411,99,8,19,71.0,338,406,45.0,13,0,1,3,1,0,0,0,1,1,2,2,8,20.0,0.0,8,10,46.0,20.0
0,47,17,84,137,472,19,187,42,12,19,79.0,137,187,181.0,20,6,1,3,1,0,0,1,0,1,0,0,12,30.0,0.0,15,10,67.0,5.0
1,3,0,199,293,399,27,368,114,12,19,110.0,293,367,105.0,10,0,2,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10,67.0,31.0
1,23,24,436,268,246,21,338,170,8,12,108.0,268,339,120.0,7,0,1,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10,108.0,-8.0
1,0,24,174,282,43,27,361,71,8,33,118.0,282,360,125.0,9,0,2,1,1,1,1,1,1,1,0,0,8,30.0,45.0,15,10,108.0,5.0
0,47,17,190,186,464,27,172,121,7,33,88.0,186,172,60.0,22,6,2,1,1,0,0,0,1,1,1,1,7,16.0,0.0,3,10,36.0,44.0
1,10,0,436,327,56,2,421,13,10,19,82.0,327,416,140.0,13,0,0,3,1,0,0,0,1,1,1,2,10,16.0,0.0,8,10,44.0,7.0
1,45,1,374,362,331,2,450,122,5,29,127.0,362,444,85.0,16,0,2,2,1,1,1,0,0,1,2,0,5,20.0,45.0,8,10,88.0,36.0
0,12,12,178,142,272,27,149,21,5,28,86.0,142,149,100.0,21,6,0,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-8.0
1,23,24,436,264,19,9,344,142,8,12,122.0,264,342,160.0,7,0,0,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10,108.0,-30.0
0,24,8,99,42,134,6,66,23,5,2,109.0,42,66,185.0,13,6,1,2,1,1,1,0,1,1,0,0,5,30.0,45.0,8,10,98.0,4.0
1,4,24,436,349,84,27,434,77,5,6,110.0,349,428,80.0,14,0,2,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,63.0
1,18,0,127,343,183,0,474,147,5,33,127.0,343,465,280.0,14,0,1,1,1,1,0,0,0,1,2,2,5,20.0,30.0,8,10,73.0,26.0
1,5,0,61,311,29,0,397,37,15,19,90.0,311,394,125.0,11,0,0,3,1,0,0,0,0,1,2,2,15,20.0,0.0,8,10,53.0,8.0
1,35,24,405,234,436,0,257,51,8,33,112.0,234,257,198.0,1,0,2,1,1,0,0,0,1,1,1,1,8,16.0,0.0,3,10,37.0,68.0
0,21,12,196,49,374,17,63,180,5,30,86.0,49,63,112.0,14,6,0,3,1,0,0,0,1,1,2,0,5,20.0,0.0,8,10,43.0,8.0
1,32,5,356,299,9,19,368,28,12,22,94.0,299,367,75.0,10,0,0,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10,67.0,-17.0
1,42,6,436,280,201,0,353,166,5,33,89.0,280,352,105.0,9,0,1,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,6.0
0,15,13,234,170,393,0,188,180,4,2,87.0,170,188,118.0,21,6,2,2,1,0,0,1,1,1,0,0,4,30.0,0.0,15,10,59.0,18.0
1,41,1,272,342,109,2,433,5,10,20,85.0,342,427,110.0,14,0,2,3,1,0,0,0,0,1,2,2,10,20.0,0.0,8,10,48.0,34.0
1,8,3,365,282,19,2,368,126,5,33,137.0,282,367,160.0,9,0,2,1,1,1,1,1,1,1,0,0,5,30.0,45.0,15,10,105.0,25.0
0,2,11,436,55,68,27,104,26,6,11,73.0,55,104,330.0,15,6,0,3,1,0,0,0,1,1,2,0,6,20.0,0.0,8,10,44.0,4.0
0,43,24,424,170,387,14,187,50,5,33,74.0,170,187,117.0,21,6,0,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-12.0
1,48,20,436,280,478,23,340,51,5,7,86.0,280,325,5.0,9,0,0,2,0,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-12.0
1,45,1,357,352,72,6,432,162,5,29,109.0,352,425,55.0,15,0,0,2,1,1,1,0,1,1,0,2,5,30.0,30.0,8,10,83.0,-8.0
1,13,24,241,266,35,1,381,31,6,6,92.0,266,378,295.0,7,0,1,2,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10,61.0,4.0
0,24,6,199,73,91,6,307,194,5,2,118.0,73,307,845.0,16,6,2,2,1,1,1,0,1,1,0,0,5,30.0,45.0,8,10,98.0,20.0
0,2,11,436,60,87,6,116,4,7,11,80.0,60,116,340.0,15,6,0,3,1,0,0,0,1,1,2,0,7,20.0,0.0,8,10,45.0,8.0
1,14,24,436,269,39,2,335,14,18,19,129.0,269,336,105.0,8,0,0,3,1,1,1,1,1,1,0,0,18,30.0,45.0,15,10,118.0,-26.0
1,3,0,173,292,158,20,366,88,12,19,100.0,292,365,100.0,10,0,2,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10,67.0,28.0
0,35,24,436,144,156,6,282,11,10,15,119.0,144,282,514.0,21,6,2,3,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10,65.0,40.0
1,0,24,174,282,43,27,361,162,6,33,141.0,282,360,125.0,9,0,2,1,1,1,1,1,1,1,0,0,6,30.0,45.0,15,10,106.0,28.0
1,41,0,1,335,455,6,423,82,10,20,75.0,335,418,110.0,13,0,0,3,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10,48.0,5.0
0,43,24,312,162,180,15,291,97,5,6,93.0,162,291,489.0,21,6,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,6.0
0,33,11,10,49,333,17,70,201,5,6,109.0,49,70,155.0,14,6,2,2,1,0,0,0,1,1,0,0,5,30.0,0.0,8,10,53.0,49.0
1,20,24,5,314,69,27,405,13,6,33,86.0,314,400,135.0,11,0,1,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10,44.0,20.0
1,49,24,0,283,383,27,380,116,5,5,100.0,283,377,195.0,9,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,27.0
1,42,6,436,259,201,0,322,166,5,33,79.0,259,323,105.0,7,0,0,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-15.0
0,1,19,303,205,449,14,167,162,12,6,92.0,205,167,14.0,23,6,1,2,1,0,0,0,1,1,1,2,12,16.0,0.0,3,10,41.0,32.0
1,30,8,436,266,217,27,335,21,20,10,133.0,266,336,125.0,7,0,2,3,1,1,1,1,1,1,0,0,20,30.0,45.0,15,10,120.0,6.0
1,37,0,0,379,299,0,466,135,10,9,132.0,379,459,70.0,17,0,2,3,1,1,0,1,0,1,0,0,10,30.0,45.0,15,10,110.0,14.0
1,19,0,16,373,198,16,464,30,10,17,94.0,373,457,90.0,16,0,2,2,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10,48.0,44.0
0,11,24,257,95,107,12,125,21,5,31,89.0,95,125,187.0,18,6,0,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-9.0
0,12,12,203,95,459,27,97,21,20,28,77.0,95,97,80.0,18,6,0,3,1,0,0,1,1,1,0,0,20,30.0,0.0,15,10,75.0,-15.0
0,38,5,393,133,107,12,168,77,8,18,111.0,133,168,158.0,20,6,2,3,1,1,1,1,1,1,0,0,8,30.0,45.0,15,10,108.0,-11.0
1,36,1,386,276,182,27,359,112,12,19,87.0,276,356,145.0,8,0,0,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10,67.0,-16.0
1,22,1,53,376,349,18,463,24,5,25,75.0,376,456,70.0,17,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,13.0
0,44,5,349,190,368,2,200,44,5,33,87.0,190,200,109.0,22,6,0,1,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10,34.0,12.0
0,1,19,337,209,249,27,182,24,8,32,96.0,209,182,39.0,23,6,2,1,1,0,0,0,1,1,1,2,8,16.0,0.0,3,10,37.0,45.0
1,31,21,436,327,259,24,402,112,8,36,78.0,327,386,8.0,13,0,1,1,0,0,0,0,1,1,2,2,8,20.0,0.0,8,10,46.0,11.0
1,17,1,33,228,296,27,247,147,6,33,94.0,228,247,195.0,0,0,2,1,1,0,0,0,1,1,1,1,6,16.0,0.0,3,10,35.0,55.0
0,6,0,436,129,199,2,145,159,16,19,84.0,129,145,120.0,20,6,0,3,1,0,0,1,1,1,0,0,16,30.0,0.0,15,10,71.0,-9.0
0,12,11,137,199,430,14,190,147,5,28,83.0,199,190,65.0,22,6,2,3,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10,34.0,42.0
0,12,13,232,186,272,27,190,21,5,28,64.0,186,190,89.0,22,6,0,3,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10,34.0,11.0
1,34,5,81,375,67,0,461,165,5,26,81.0,375,454,65.0,17,0,0,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-10.0
1,49,24,436,253,337,20,315,187,6,33,116.0,253,316,98.0,6,0,2,1,1,0,0,1,1,1,2,0,6,20.0,0.0,15,10,51.0,53.0
1,26,0,178,371,212,2,454,69,5,14,110.0,371,448,60.0,16,0,2,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,63.0
1,20,24,111,337,87,0,424,13,6,33,105.0,337,419,105.0,13,0,2,1,1,0,0,0,1,1,1,2,6,16.0,0.0,8,10,40.0,56.0
0,43,24,433,112,368,2,146,65,5,33,85.0,112,146,176.0,19,6,0,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-9.0
1,46,5,26,390,70,6,484,131,12,24,119.0,390,475,75.0,18,0,2,2,1,0,0,1,0,1,0,0,12,30.0,0.0,15,10,67.0,44.0
1,23,24,436,304,5,16,376,165,8,12,137.0,304,373,70.0,11,0,2,1,1,1,0,0,1,1,2,2,8,20.0,30.0,8,10,76.0,52.0
1,3,0,129,263,410,27,338,88,12,19,108.0,263,339,155.0,7,0,1,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10,67.0,11.0
0,7,11,139,65,134,2,90,104,7,33,105.0,65,90,206.0,15,6,2,1,1,0,0,0,1,1,2,2,7,20.0,0.0,8,10,45.0,55.0
0,40,6,222,134,388,27,131,37,7,33,66.0,134,131,79.0,20,6,0,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10,62.0,-12.0
0,48,24,207,4,439,27,31,202,5,7,71.0,4,31,325.0,8,6,0,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-16.0
0,42,6,436,83,201,0,87,166,5,33,90.0,83,87,105.0,17,6,0,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-11.0
1,29,19,436,271,319,2,355,37,5,16,76.0,271,354,160.0,8,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,14.0
1,19,0,14,376,171,27,467,47,10,33,98.0,376,460,90.0,17,0,1,1,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10,65.0,4.0
1,16,0,56,288,419,27,389,165,10,27,100.0,288,384,205.0,9,0,1,2,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10,110.0,-20.0
0,7,11,145,123,107,17,177,107,7,33,114.0,123,177,204.0,20,6,2,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10,62.0,39.0
0,2,11,436,211,68,27,261,4,6,11,71.0,211,261,335.0,23,6,1,3,1,0,0,0,1,1,1,1,6,16.0,0.0,3,10,35.0,19.0
1,34,0,436,381,52,16,481,144,5,33,69.0,381,474,140.0,17,0,0,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-14.0
1,4,24,436,311,438,2,383,144,5,6,83.0,311,380,65.0,11,0,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,23.0
1,19,0,110,368,227,16,463,47,10,17,72.0,368,456,110.0,16,0,0,2,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10,48.0,9.0
0,31,6,436,43,105,6,65,165,8,36,86.0,43,65,175.0,14,6,2,1,1,0,0,0,1,1,2,2,8,20.0,0.0,8,10,46.0,33.0
1,29,18,436,275,37,27,344,179,5,16,104.0,275,342,90.0,8,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,40.0
0,43,24,136,164,129,27,205,24,6,6,86.0,164,205,175.0,21,6,0,2,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10,61.0,-15.0
1,0,24,324,291,452,27,366,108,6,33,121.0,291,365,105.0,9,0,2,1,1,1,1,1,1,1,0,0,6,30.0,45.0,15,10,106.0,6.0
0,11,24,170,219,265,12,287,61,5,31,87.0,219,287,344.0,23,6,2,2,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10,34.0,50.0
1,4,24,436,323,438,2,397,103,5,6,83.0,323,394,65.0,12,0,2,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,39.0
1,26,0,217,345,432,0,451,69,5,14,76.0,345,445,175.0,14,0,0,2,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10,43.0,6.0
1,2,11,188,280,201,0,365,74,7,11,105.0,280,364,155.0,9,0,2,3,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10,62.0,32.0
0,28,12,18,167,265,14,285,143,5,33,102.0,167,285,468.0,21,6,2,1,1,1,1,1,0,1,0,0,5,30.0,45.0,15,10,105.0,-17.0
1,19,0,121,377,230,16,474,30,8,17,88.0,377,465,110.0,17,0,1,2,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10,63.0,11.0
1,19,0,116,370,311,27,463,30,8,17,88.0,370,456,100.0,16,0,2,2,1,0,0,0,1,1,1,2,8,16.0,0.0,8,10,42.0,40.0
1,16,0,437,294,381,27,369,180,10,27,100.0,294,368,105.0,10,0,0,2,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10,110.0,-29.0
1,6,0,436,290,259,0,373,13,16,19,89.0,290,369,130.0,9,0,0,3,1,0,0,1,0,1,0,0,16,30.0,0.0,15,10,71.0,-8.0
1,0,24,325,287,297,2,364,74,4,33,94.0,287,363,115.0,9,0,0,1,1,1,1,1,1,1,0,0,4,30.0,45.0,15,10,104.0,-28.0
1,26,0,178,371,212,2,454,165,5,14,88.0,371,448,60.0,16,0,2,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,34.0
1,29,19,436,254,53,12,330,147,5,16,71.0,254,331,170.0,6,0,0,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-13.0
0,44,5,366,192,387,12,188,44,6,3,65.0,192,188,72.0,22,6,1,1,1,0,0,0,1,1,1,2,6,16.0,0.0,3,10,35.0,23.0
0,38,0,232,121,107,17,158,22,6,33,108.0,121,158,172.0,20,6,2,1,1,1,1,1,1,1,0,0,6,30.0,45.0,15,10,106.0,-3.0
1,4,24,436,311,438,2,383,55,5,6,70.0,311,380,65.0,11,0,0,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10,43.0,2.0
1,32,7,422,277,344,2,366,21,12,22,109.0,277,365,175.0,8,0,2,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10,67.0,34.0
1,42,5,436,260,270,27,320,60,5,33,80.0,260,321,85.0,7,0,0,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10,60.0,-15.0
